"Individual ID","Correctly solved problems","Mean answer time","How many answer times were more than one std faster than mean","Most likely","2nd most likely","3rd most likely"
"EJPXUT","16","11663.4375","1","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 8), ('Graph,ff,supermodel,10,10,1,x - 10', 8), ('Graph,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 8), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 8), ('Graph,fff,supermodel,10,10,1,x - 10', 8), ('BoundedList,fff,integrate,3,10,10,x - 10', 8), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 8), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 8), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 8), ('BoundedList,fff,supermodel,3,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 8), ('Graph,ff,supermodel,10,10,0,x - 10', 8), ('LinkedList,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 8), ('BoundedList,fff,supermodel,3,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 8), ('BoundedList,ff,integrate,3,10,10,x - 10', 8), ('LinkedList,fff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 8), ('LinkedList,fff,supermodel,10,10,0,x - 10', 8), ('BoundedList,ff,supermodel,3,10,0,x - 10', 8), ('Graph,fff,integrate,10,10,10,x - 10', 8), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 8), ('InfiniteList,fff,integrate,10,10,10,x - 10', 8), ('LinkedList,ff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 8), ('LinkedList,ff,supermodel,10,10,1,x - 10', 8), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 8), ('LinkedList,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 8), ('Graph,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 8), ('InfiniteList,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 8), ('BoundedList,ff,supermodel,3,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 8), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 8), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 8)]","",""
"ZARPVY","9","13202.125","2","[('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 9), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 9), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 9), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 9), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 9), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 9)]","",""
"ELHJLV","16","11916.4375","1","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 8), ('Graph,ff,supermodel,10,10,1,x - 10', 8), ('Graph,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 8), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 8), ('Graph,fff,supermodel,10,10,1,x - 10', 8), ('BoundedList,fff,integrate,3,10,10,x - 10', 8), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 8), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 8), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 8), ('BoundedList,fff,supermodel,3,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 8), ('Graph,ff,supermodel,10,10,0,x - 10', 8), ('LinkedList,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 8), ('BoundedList,fff,supermodel,3,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 8), ('BoundedList,ff,integrate,3,10,10,x - 10', 8), ('LinkedList,fff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 8), ('LinkedList,fff,supermodel,10,10,0,x - 10', 8), ('BoundedList,ff,supermodel,3,10,0,x - 10', 8), ('Graph,fff,integrate,10,10,10,x - 10', 8), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 8), ('InfiniteList,fff,integrate,10,10,10,x - 10', 8), ('LinkedList,ff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 8), ('LinkedList,ff,supermodel,10,10,1,x - 10', 8), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 8), ('LinkedList,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 8), ('Graph,fff,supermodel,10,10,0,x - 10', 8), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 8), ('InfiniteList,ff,integrate,10,10,10,x - 10', 8), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 8), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 8), ('BoundedList,ff,supermodel,3,10,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 8), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 8), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 8), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 8)]","",""
"XHNLNR","15","12576.6875","1","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 9), ('Graph,fff,supermodel,10,10,1,x - 10', 9), ('BoundedList,fff,integrate,3,10,10,x - 10', 9), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,fff,supermodel,3,10,0,x - 10', 9), ('Graph,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,integrate,10,10,10,x - 10', 9), ('BoundedList,fff,supermodel,3,10,1,x - 10', 9), ('BoundedList,ff,integrate,3,10,10,x - 10', 9), ('LinkedList,fff,supermodel,10,10,1,x - 10', 9), ('LinkedList,fff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,0,x - 10', 9), ('Graph,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 9), ('InfiniteList,fff,integrate,10,10,10,x - 10', 9), ('LinkedList,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 9), ('LinkedList,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 9), ('Graph,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,1,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 9)]","[('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 7)]",""
"WEJBNU","15","18376.3125","1","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 9), ('Graph,fff,supermodel,10,10,1,x - 10', 9), ('BoundedList,fff,integrate,3,10,10,x - 10', 9), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,fff,supermodel,3,10,0,x - 10', 9), ('Graph,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,integrate,10,10,10,x - 10', 9), ('BoundedList,fff,supermodel,3,10,1,x - 10', 9), ('BoundedList,ff,integrate,3,10,10,x - 10', 9), ('LinkedList,fff,supermodel,10,10,1,x - 10', 9), ('LinkedList,fff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,0,x - 10', 9), ('Graph,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 9), ('InfiniteList,fff,integrate,10,10,10,x - 10', 9), ('LinkedList,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 9), ('LinkedList,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 9), ('Graph,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,1,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 9)]","[('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 7), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 7)]",""
"OAZMWE","14","17133.5","3","[('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 10), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 10), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 10), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 10), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 10), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 10), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 10)]","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 6), ('Graph,ff,supermodel,10,10,1,x - 10', 6), ('Graph,ff,integrate,10,10,10,x - 10', 6), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 6), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 6), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 6), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 6), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 6), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 6), ('Graph,fff,supermodel,10,10,1,x - 10', 6), ('BoundedList,fff,integrate,3,10,10,x - 10', 6), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 6), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 6), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 6), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 6), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 6), ('BoundedList,fff,supermodel,3,10,0,x - 10', 6), ('Graph,ff,supermodel,10,10,0,x - 10', 6), ('LinkedList,ff,integrate,10,10,10,x - 10', 6), ('BoundedList,fff,supermodel,3,10,1,x - 10', 6), ('BoundedList,ff,integrate,3,10,10,x - 10', 6), ('LinkedList,fff,supermodel,10,10,1,x - 10', 6), ('LinkedList,fff,supermodel,10,10,0,x - 10', 6), ('BoundedList,ff,supermodel,3,10,0,x - 10', 6), ('Graph,fff,integrate,10,10,10,x - 10', 6), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 6), ('InfiniteList,fff,integrate,10,10,10,x - 10', 6), ('LinkedList,ff,supermodel,10,10,0,x - 10', 6), ('LinkedList,ff,supermodel,10,10,1,x - 10', 6), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 6), ('LinkedList,fff,integrate,10,10,10,x - 10', 6), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 6), ('Graph,fff,supermodel,10,10,0,x - 10', 6), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 6), ('InfiniteList,ff,integrate,10,10,10,x - 10', 6), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 6), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 6), ('BoundedList,ff,supermodel,3,10,1,x - 10', 6), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 6), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 6), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 6), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 6)]",""
"NZHPIC","12","18890.6875","3","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 12), ('Graph,ff,supermodel,10,10,1,x - 10', 12), ('Graph,ff,integrate,10,10,10,x - 10', 12), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 12), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 12), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 12), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 12), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 12), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 12), ('Graph,fff,supermodel,10,10,1,x - 10', 12), ('BoundedList,fff,integrate,3,10,10,x - 10', 12), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 12), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 12), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 12), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 12), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 12), ('BoundedList,fff,supermodel,3,10,0,x - 10', 12), ('Graph,ff,supermodel,10,10,0,x - 10', 12), ('LinkedList,ff,integrate,10,10,10,x - 10', 12), ('BoundedList,fff,supermodel,3,10,1,x - 10', 12), ('BoundedList,ff,integrate,3,10,10,x - 10', 12), ('LinkedList,fff,supermodel,10,10,1,x - 10', 12), ('LinkedList,fff,supermodel,10,10,0,x - 10', 12), ('BoundedList,ff,supermodel,3,10,0,x - 10', 12), ('Graph,fff,integrate,10,10,10,x - 10', 12), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 12), ('InfiniteList,fff,integrate,10,10,10,x - 10', 12), ('LinkedList,ff,supermodel,10,10,0,x - 10', 12), ('LinkedList,ff,supermodel,10,10,1,x - 10', 12), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 12), ('LinkedList,fff,integrate,10,10,10,x - 10', 12), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 12), ('Graph,fff,supermodel,10,10,0,x - 10', 12), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 12), ('InfiniteList,ff,integrate,10,10,10,x - 10', 12), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 12), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 12), ('BoundedList,ff,supermodel,3,10,1,x - 10', 12), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 12), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 12), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 12), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 12)]","[('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 8), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 8)]","[('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 6), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 6), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 6), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 6), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 6), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 6)]"
"GIGSBG","13","20875.6875","1","[('BinarySearchTreeTrivial,fff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,supermodel,10,10,1,x - 10', 9), ('Graph,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTree,fff,supermodel,10,10,1,x - 10', 9), ('Graph,fff,supermodel,10,10,1,x - 10', 9), ('BoundedList,fff,integrate,3,10,10,x - 10', 9), ('BinarySearchTree,ff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,fff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,0,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,fff,supermodel,3,10,0,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,integrate,10,2,10,x - 10', 9), ('Graph,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,2,1,x - 10', 9), ('BoundedList,fff,supermodel,3,10,1,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,supermodel,10,3,1,x - 10', 9), ('BoundedList,ff,integrate,3,10,10,x - 10', 9), ('LinkedList,fff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeLimitedDepth,fff,integrate,10,3,10,x - 10', 9), ('LinkedList,fff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,0,x - 10', 9), ('Graph,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,0,x - 10', 9), ('InfiniteList,fff,integrate,10,10,10,x - 10', 9), ('LinkedList,ff,supermodel,10,10,0,x - 10', 9), ('LinkedList,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,fff,supermodel,10,10,1,x - 10', 9), ('LinkedList,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,fff,integrate,10,10,10,x - 10', 9), ('Graph,fff,supermodel,10,10,0,x - 10', 9), ('BinarySearchTreeRandomTree,fff,integrate,10,10,10,x - 10', 9), ('InfiniteList,ff,integrate,10,10,10,x - 10', 9), ('BinarySearchTree,fff,integrate,10,10,10,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,0,x - 10', 9), ('BoundedList,ff,supermodel,3,10,1,x - 10', 9), ('BinarySearchTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeRandomTree,ff,supermodel,10,10,1,x - 10', 9), ('BinarySearchTreeTrivial,ff,supermodel,10,10,1,x - 10', 9), ('InfiniteList,ff,supermodel,10,10,0,x - 10', 9)]","[('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,1,x - 10', 5), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,2,0,x - 10', 5), ('BinarySearchTreeLimitedDepth,ff,integrate,10,3,10,x - 10', 5), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,1,x - 10', 5), ('BinarySearchTreeLimitedDepth,ff,integrate,10,2,10,x - 10', 5), ('BinarySearchTreeLimitedDepth,ff,supermodel,10,3,0,x - 10', 5)]",""
